Var1,Var2
0,117.192493981482
1,117.045008796296
2,117.014265277778
3,116.794650462963
4,116.741925
5,116.736685185185
6,116.733034722222
7,116.646968518519
8,116.642111111111
9,116.626706481481
10,116.601714689266
11,116.580177314815
12,116.572281481481
13,116.51043173258
14,116.477886111111
15,116.407777314815
16,116.386431944445
17,116.190483796296
18,116.185884722222
19,116.146984722222
20,115.934677777778
21,115.894853703704
22,115.545067592593
23,115.244821296296
24,115.230084259259
25,115.045786111111
26,115.01004537037
27,114.688134722222
28,114.517755649718
29,114.49245480226
30,114.488698611111
31,114.382505919854
32,114.379846759259
33,114.086318518519
34,113.924754237288
35,113.728764124294
36,113.723981944445
37,113.698848611111
38,113.659081481482
39,113.646299537037
40,113.645657407407
41,113.615077683616
42,113.601401388889
43,113.543062037037
44,113.517587962963
45,113.516191666667
46,113.23731712963
47,113.188206944444
48,113.170864814815
49,113.111219444444
50,113.098091666667
51,112.942870689655
52,112.919107407407
53,112.865346296296
54,112.53533287037
55,111.557543981481
56,111.144580555556
57,110.804954166667
58,110.578462806026
59,110.148235632184
60,109.688830092593
61,109.669951851852
62,109.240914814815
63,109.054483333333
64,108.793821296296
65,108.425893981481
66,108.207870833333
67,107.840705555556
68,107.236846759259
69,107.119175925926
70,106.461243981482
71,106.068706481481
72,106.067421759259
73,105.713543981481
74,105.589166203704
75,105.382322685185
76,104.78390787037
77,104.124949537037
78,103.412699074074
79,102.938144907407
80,102.671250462963
81,102.571469444444
82,102.180391666667
83,101.84252020202
84,101.813402356902
85,101.802932407407
86,101.67688287037
87,101.558850762527
88,101.363025396825
89,101.246653769841
90,101.056978132388
91,101.039767156863
92,100.976505555556
93,100.921500462963
94,100.822592592593
95,100.744537981859
96,100.743547619048
97,100.742163841808
98,100.735498677249
99,100.59033125
100,100.562308796296
101,100.5517899729
102,100.513360615079
103,100.50631779661
104,100.482655257937
105,100.457875
106,100.42540913371
107,100.373197589099
108,100.330375
109,100.276187962963
110,100.243880604288
111,100.232841563786
112,100.222402542373
113,100.210222222222
114,100.173448681733
115,100.12038030303
116,100.06812037037
117,100.066008796296
118,99.9444920634921
119,99.9077820987654
120,99.8652085687382
121,99.8580682261208
122,99.811054613936
123,99.8053317610063
124,99.7784402777778
125,99.7708615740741
126,99.7708156565657
127,99.7659736346516
128,99.7243075396825
129,99.6907124183006
130,99.5891863636364
131,99.5422231968811
132,99.4497594161959
133,99.4081481481482
134,99.3796842592592
135,99.3487976851852
136,99.3213238770685
137,99.3081516007533
138,99.2918394538606
139,99.2761228813559
140,99.2248162037037
141,99.208791919192
142,99.1999717592593
143,99.1994377394636
144,99.1981083333333
145,99.173100925926
146,99.1356990740741
147,99.1081674174174
148,99.094199537037
149,99.0918254716981
150,99.0849351851852
151,99.0520277777778
152,98.9637421296297
153,98.9066643126177
154,98.8349671296296
155,98.7805138888889
156,98.7531149425287
157,98.7482514124294
158,98.732421957672
159,98.7259087962963
160,98.6976523148148
161,98.6643385122411
162,98.6567698412698
163,98.6565982905983
164,98.6540545073375
165,98.6516933760684
166,98.647191091954
167,98.5501930555555
168,98.4975014619883
169,98.4847446393762
170,98.4558638888889
171,98.4522481481481
172,98.4515219298246
173,98.4132363945578
174,98.3952069444445
175,98.3824898373984
176,98.3660297157623
177,98.3571138888889
178,98.3203712962963
179,98.3132143518519
180,98.2904856481481
181,98.2890381355932
182,98.269129789272
183,98.2679211309524
184,98.2619835216573
185,98.2383828703704
186,98.2380758928572
187,98.230875
188,98.230059454191
189,98.2265790229885
190,98.2143791666667
191,98.1972927777778
192,98.1738559322034
193,98.1214078703703
194,98.0918273148148
195,98.0665
196,98.0346157407407
197,98.0194449233717
198,98.0193435185185
199,98.0115292929293
200,98.0113810185185
201,98.0086346960168
202,98.0073268518518
203,97.995019379845
204,97.9894061844864
205,97.9561409214092
206,97.9340683183183
207,97.9319185185185
208,97.9170425925926
209,97.9038233024691
210,97.8568240740741
211,97.8481002824859
212,97.8455227272727
213,97.837612962963
214,97.8347537037037
215,97.8141388888889
216,97.7983236714976
217,97.7771875
218,97.7614276819923
219,97.723300462963
220,97.6486835511983
221,97.6418006535948
222,97.6345328282828
223,97.634125
224,97.622244047619
225,97.5684907407407
226,97.5241388888889
227,97.5117986111111
228,97.4802407407407
229,97.4715791666667
230,97.4499769503546
231,97.4204416666667
232,97.3785121082621
233,97.3259100753296
234,97.3041340996169
235,97.269
236,97.242
237,97.1679234693878
238,97.0220861581921
239,96.9095570987654
240,96.8662887931035
241,96.8124592592593
242,96.6562314814815
243,96.2416265432099
244,96.1494947589099
245,96.1366925925926
246,96.0675338888889
247,96.0515483716475
248,96.0200102339181
249,95.9937935010482
250,95.9629181034483
251,95.7984791666667
252,95.730525862069
253,95.6736784869976
254,95.5261661425576
255,95.5197556497175
256,95.3351402777778
257,95.3293627777778
258,95.1272602339181
259,95.0896310185185
260,95.0564735883425
261,95.0112421296296
262,94.9226402777778
263,94.9056954022989
264,94.7928805555556
265,94.7832467043314
266,94.6905101851852
267,94.6622514124294
268,94.6369009259259
269,94.5792629310345
270,94.3073458333333
271,94.2499034839925
272,94.1929444444444
273,94.113018115942
274,94.0661893518518
275,94.0204098639456
276,93.8813666666667
277,93.7855008680556
278,93.5932495210728
279,93.4992152777778
280,93.3655583804143
281,93.305462037037
282,93.1438403954802
283,93.0046185185185
284,92.9898648148148
285,92.9581388888889
286,92.9350893518518
287,92.8238201754386
288,92.716845734127
289,92.6211929012346
290,92.5223759259259
291,92.442975462963
292,92.4334519774011
293,92.4095962962963
294,92.3243652777778
295,92.2764995370371
296,92.2666083333334
297,92.1761893518519
298,92.1600569444444
299,92.1329684557439
300,92.1327125
301,92.1236824074074
302,92.1038313840156
303,92.1006930555556
304,92.092
305,92.0892430555556
306,92.0869578703704
307,92.0863703703704
308,92.0569111111111
309,92.048974137931
310,91.9962851851852
311,91.9957027777778
312,91.9915607344633
313,91.9190824074074
314,91.8657975517891
315,91.8128537037037
316,91.7482773148148
317,91.6871412037037
318,91.5910657407408
319,91.5434541666667
320,91.4632768361582
321,91.2351134259259
322,91.2285129629629
323,91.1859345574388
324,91.1816689814815
325,91.0981203703704
326,91.0957597222222
327,90.9642884259259
328,90.9371319444445
329,90.8961171296296
330,90.8399625
331,90.8288184865901
332,90.7493407407407
333,90.6603493408663
334,90.6494314814815
335,90.6250414312618
336,90.6186153483993
337,90.5691125
338,90.4822981481481
339,90.4091189814815
340,90.4054481481482
341,90.3710202448211
342,90.3113287878788
343,90.2741939814815
344,90.1806192411924
345,90.180003968254
346,90.1124778719397
347,90.0881620370371
348,89.9481893518519
349,89.9395205938697
350,89.8960092592593
351,89.8691365740741
352,89.8029773148148
353,89.7819125
354,89.7345898148148
355,89.7344356481481
356,89.728622605364
357,89.7173037037037
358,89.6480404483431
359,89.6215032407408
360,89.6116159003831
361,89.5888787037037
362,89.5728328544061
363,89.5338032407408
364,89.4987679738562
365,89.4979574074074
366,89.4868199074074
367,89.4704046296296
368,89.4632717592593
369,89.4417125
370,89.4296115740741
371,89.384152020202
372,89.3812106481482
373,89.3789830508475
374,89.3508833333333
375,89.3328861111111
376,89.2610524691358
377,89.255062962963
378,89.2341675925926
379,89.2292975517891
380,89.1905171296296
381,89.1864215686275
382,89.1864037037037
383,89.1587314814815
384,89.0580950292398
385,89.055869047619
386,88.9808375706215
387,88.8618541666667
388,88.7532029190207
389,88.6523753387534
390,88.6506095959596
391,88.6397875
392,88.6365805555556
393,88.6155852490421
394,88.6111317966903
395,88.539986346516
396,88.5387937853107
397,88.5339819444444
398,88.4981802935011
399,88.3731972693032
400,88.3043361581921
401,88.2945231481481
402,88.2135475517891
403,88.1992689814815
404,88.1159759259259
405,87.9647175925926
406,87.9619791666667
407,87.7270699233716
408,87.6589257662835
409,87.4448291666667
410,87.4183649425287
411,87.3768726851852
412,87.319847979798
413,87.0567964646465
414,86.9558319444444
415,86.9413111111111
416,86.8700813840156
417,86.661074537037
418,86.620324537037
419,86.5869583333333
420,86.5187943469786
421,86.4938199074074
422,86.4396206896552
423,86.4310171296297
424,86.3544378531073
425,86.3369345574388
426,86.3216686159844
427,86.2935134259259
428,86.2763907407407
429,86.1935287037037
430,86.1882971230159
431,86.1796834795322
432,86.0549467984934
433,86.0497671296296
434,86.0417075757576
435,86.0229222222222
436,86.0090430555555
437,86.0048439814815
438,86.0029711740042
439,85.9627976851852
440,85.5620078703704
441,85.5132452718676
442,85.4166472222222
443,85.3833777777778
444,85.3387375
445,85.3254100753296
446,85.1996106481482
447,85.1793106481482
448,85.0791656184486
449,85.068523989899
450,85.0634129273504
451,85.0368046296296
452,84.9313847222222
453,84.7228370998117
454,84.6346328703704
455,84.6297452919021
456,84.5795747863248
457,84.5348903256705
458,84.5121647834275
459,84.4325254237288
460,84.4158486111111
461,84.1724574074074
462,84.1028800925926
463,84.0318812260536
464,83.9169972222222
465,83.8817692307693
466,83.7267493224932
467,83.7040912037037
468,83.693774537037
469,83.674929417122
470,83.5712158564815
471,83.5442550925926
472,83.5122199074074
473,83.4980936911488
474,83.4302981481481
475,83.3851550925926
476,83.3554009259259
477,83.3409835216573
478,83.2769666666667
479,83.2763398148148
480,83.2758585390947
481,83.2703940329218
482,83.2694648526077
483,83.2434346978558
484,83.161275
485,83.1080662037037
486,83.0977232905983
487,83.0849034839925
488,83.082512037037
489,83.0079083333333
490,82.9768563218391
491,82.9461828703704
492,82.9321873822976
493,82.9308361111111
494,82.9265951646091
495,82.8907355324074
496,82.7692351851852
497,82.6661527777778
498,82.5667260348584
499,82.5589027777778
500,82.4299375
501,82.4185155228758
502,82.4088011695906
503,82.2065623689727
504,82.2015981481482
505,82.1991671626984
506,82.190531590414
507,82.1637318007663
508,81.9525659722222
509,81.8201796296296
510,81.6993027777778
511,81.6139449786325
512,81.5596185185185
513,81.5144053497942
514,81.4960031565656
515,81.3784284369115
516,81.3747697132617
517,81.3697648148148
518,81.3656046296296
519,81.3614472222222
520,81.3606729024943
521,81.3254481981982
522,81.3226356481482
523,81.3141317460317
524,81.3101
525,81.2952648148148
526,81.2152738888889
527,81.1921868191721
528,81.1823425925926
529,81.1728055555555
530,81.1382919020716
531,81.0966835016835
532,81.0764726851852
533,81.0735320150659
534,81.0640233333333
535,81.0433075757576
536,81.0405413711584
537,80.9992513888889
538,80.9459305555556
539,80.9339190207156
540,80.926813559322
541,80.9253478009259
542,80.9214177777778
543,80.9180376647834
544,80.903080952381
545,80.8936419191919
546,80.8889822695035
547,80.8877689814815
548,80.8748723544974
549,80.8662338888889
550,80.8219666666667
551,80.8105597222222
552,80.8028642857143
553,80.7529595516569
554,80.7470564814815
555,80.7310079365079
556,80.6664182098766
557,80.6367054597701
558,80.5919096045198
559,80.5600620915033
560,80.5171912037037
561,80.497052259887
562,80.4854408436214
563,80.4798239171375
564,80.4420542328042
565,80.4340188492064
566,80.3955854700855
567,80.3790502136752
568,80.3558032407407
569,80.27145
570,80.1897620772947
571,80.171575462963
572,80.1136439814815
573,80.0890925925926
574,80.0808217592593
575,80.0281207264957
576,80.0109898148148
577,79.9377441077441
578,79.8240826210826
579,79.7146383838384
580,79.6905592592593
581,79.6590717592592
582,79.580774537037
583,79.5600699074074
584,79.505063697318
585,79.5046388888889
586,79.4746960784314
587,79.4581550925926
588,79.4560680555556
589,79.4521898148148
590,79.4192941176471
591,79.3951574074074
592,79.3930197740113
593,79.3594961013645
594,79.314912962963
595,79.3036726851852
596,79.2684191919192
597,79.2485106481482
598,79.2125097222222
599,79.1802674199623
600,79.1705076628353
601,79.0847300925926
602,79.0500495370371
603,79.0256430555556
604,79.0233407738095
605,78.9992430555555
606,78.9906076388889
607,78.9697324074074
608,78.9341666666667
609,78.8486972222222
610,78.8185505050505
611,78.7782598870057
612,78.7454180555556
613,78.6722546296296
614,78.5680318761384
615,78.5019055555556
616,78.4790683760684
617,78.4745751915709
618,78.4576087570621
619,78.4054166666667
620,78.3944035639413
621,78.3392159961686
622,78.3179046296296
623,78.076529265873
624,78.0523803030303
625,78.043526984127
626,77.9741560185185
627,77.9640740740741
628,77.8939310185185
629,77.8737393518519
630,77.839362037037
631,77.811156779661
632,77.7633611111111
633,77.6733981481482
634,77.6497807539683
635,77.5974397363465
636,77.4838513888889
637,77.4551152777778
638,77.3673606481481
639,77.313675462963
640,77.291825462963
641,77.2740710470085
642,77.2496038011696
643,77.2212627118644
644,77.1785850340136
645,77.1723347222222
646,77.1217773148148
647,77.0739495370371
648,77.027537037037
649,77.0154912037037
650,76.9796439814815
651,76.9735710922787
652,76.9649351851852
653,76.9482680555556
654,76.939908045977
655,76.9376476851852
656,76.9332996453901
657,76.9194523148148
658,76.9129699074074
659,76.910800462963
660,76.8596054613936
661,76.8479222222222
662,76.8145768518518
663,76.8102634259259
664,76.8095712962963
665,76.7879782407408
666,76.7756712962963
667,76.7567080979284
668,76.7432046296296
669,76.7429532407407
670,76.7350972222222
671,76.7199550925926
672,76.7172939814815
673,76.7047735404896
674,76.6822340619308
675,76.6801523148148
676,76.665516007533
677,76.6473902777778
678,76.6249464285714
679,76.6150447269303
680,76.6120545634921
681,76.6074240740741
682,76.605775
683,76.5877689814815
684,76.5603212962963
685,76.5391722222222
686,76.5136425925926
687,76.4891425925926
688,76.4581
689,76.4560601851852
690,76.454742816092
691,76.4447022417154
692,76.4322490740741
693,76.4276736111111
694,76.4100324074074
695,76.4012962962963
696,76.3762949074074
697,76.3300953703704
698,76.2806703703704
699,76.2772725095785
700,76.2680157407408
701,76.2631199074074
702,76.2363050847458
703,76.2135466101695
704,76.1912708333333
705,76.1523047839506
706,76.1463546296296
707,76.1353847222223
708,76.1111333333333
709,76.0887368972746
710,76.0885414312618
711,76.0787837962963
712,76.0704787037037
713,76.0563259259259
714,76.026238700565
715,76.0237476851852
716,76.0211518518519
717,76.0199050925926
718,76.0161037037037
719,76.0122199074074
720,76.0116212962963
721,76.0049494444444
722,75.998152020202
723,75.9793777777778
724,75.9495814814815
725,75.9272625
726,75.9215222222222
727,75.8743337962963
728,75.8338683862434
729,75.8181259259259
730,75.7986191148776
731,75.7575458333333
732,75.7206870370371
733,75.7106355932203
734,75.7049481481481
735,75.6694939814815
736,75.5928591954023
737,75.5659423076923
738,75.5392388888889
739,75.5090097222222
740,75.4919912037037
741,75.4663964218456
742,75.381824537037
743,75.3671164717349
744,75.3454800925926
745,75.3433435185185
746,75.3326567085954
747,75.3216027777778
748,75.2843511904762
749,75.2818337962963
750,75.2587823232323
751,75.2099203354298
752,75.1494580610022
753,75.1402490740741
754,75.1273732638889
755,75.1119573412698
756,74.5703439814815
757,74.5033444444444
758,74.4576704545455
759,74.2638157407408
760,74.1690526819923
761,74.1663348765432
762,73.966749537037
763,73.9645776836158
764,73.9620425170068
765,73.9580018518519
766,73.9518083333333
767,73.8984935515873
768,73.8805340501792
769,73.8764933333333
770,73.8334472222222
771,73.8319479166667
772,73.7999308278867
773,73.7176259259259
774,73.7114196428571
775,73.6555097222222
776,73.5646240740741
777,73.4991194444444
778,73.4848125
779,73.4840518018018
780,73.4791733716475
781,73.4306167608286
782,73.4045523148148
783,73.382845959596
784,73.3190918079096
785,73.2659162037037
786,73.2630643518519
787,73.2516346153846
788,73.2324824074074
789,73.2198505050505
790,73.1832888888889
791,73.1713085858586
792,73.1279421296296
793,73.1153050766284
794,73.1109938794727
795,72.9833640350877
796,72.9311624293785
797,72.8836496101365
798,72.7721388888889
799,72.7551299435028
800,72.6573027777778
801,72.4915425925926
802,72.4356726851852
803,72.3433630268199
804,72.3244609227872
805,72.2681106481482
806,72.2307319444444
807,72.1439208333333
808,71.996011208577
809,71.7326837962963
810,71.7238667929293
811,71.6776577212806
812,71.6282162698413
813,71.5544856150794
814,71.4911675925926
815,71.4242579365079
816,71.4137638888889
817,71.3974925925926
818,71.3090953878407
819,71.259751572327
820,71.1916944444445
821,71.1884844632768
822,71.0535436507937
823,70.9044240740741
824,70.7729872685185
825,70.7637302259887
826,70.6995361111111
827,70.6983236111111
828,70.6841228813559
829,70.6420019157088
830,70.6184371345029
831,70.5733767361111
832,70.5549296296296
833,70.5020099206349
834,70.4871733716475
835,70.4679037356322
836,70.4310658436214
837,70.3940476190476
838,70.3852262626263
839,70.3689425287356
840,70.3689238505747
841,70.3667602880658
842,70.2693393518519
843,70.2541725146199
844,70.2390699074074
845,70.2372434086629
846,70.2268226851852
847,70.1376965020576
848,70.0191768518519
849,69.9624067460317
850,69.9544171374765
851,69.9429024216524
852,69.937297008547
853,69.8293930555556
854,69.8028472222222
855,69.7776638888889
856,69.742900862069
857,69.7239101851852
858,69.7206125
859,69.7006613984674
860,69.6876606481481
861,69.4835027777778
862,69.4556257309942
863,69.4496837962963
864,69.4463512241055
865,69.4025248842593
866,69.3996793785311
867,69.3986832358674
868,69.3867883141762
869,69.3436800766284
870,69.2204454022989
871,69.1980083333333
872,69.1568282407407
873,69.0417297979798
874,69.0088898148148
875,69.0006069444444
876,68.9995689814815
877,68.9186976851852
878,68.8978648148148
879,68.8923662037037
880,68.8020810185185
881,68.7764791666667
882,68.7757104519774
883,68.7438120370371
884,68.7273992467043
885,68.6993009259259
886,68.6957777777778
887,68.6918884259259
888,68.6913625
889,68.6746310185185
890,68.6546097222222
891,68.5824958333333
892,68.5635851851852
893,68.5608175925926
894,68.5066916666667
895,68.4427796296296
896,68.4324759259259
897,68.3278281544256
898,68.2927467592593
899,68.2614226851852
900,68.2584884259259
901,68.2561162037037
902,68.2300907407407
903,68.1528259259259
904,68.0771125
905,68.0683333333333
906,67.9990847222222
907,67.9685080037665
908,67.610236346516
909,67.5778143518519
910,67.5706361111111
911,67.570524537037
912,67.4752819444444
913,67.4584675925926
914,67.3589506704981
915,67.3466277777778
916,67.3440092592593
917,67.3355199074074
918,67.335188697318
919,67.305450462963
920,67.3035064814815
921,67.1641453703704
922,67.1070199074074
923,67.1058365740741
924,67.0244305555556
925,66.8976586629002
926,66.6327953703704
927,66.6271690207156
928,66.6208768518518
929,66.5980282485876
930,66.5880162037037
931,66.5586472222222
932,66.4691564814815
933,66.4527837962963
934,66.3943953703704
935,66.178649537037
936,65.8823606481482
937,65.8611013888889
938,65.8206587962963
939,65.7979027777778
940,65.6796884259259
941,65.658024537037
942,65.5780974576271
943,65.5318879472693
944,65.4910518518519
945,65.4670960451977
946,65.4553513888889
947,65.4505960837887
948,65.4469129001883
949,65.4155712962963
950,65.3904263888889
951,65.3638079501916
952,65.3541310185185
953,65.1812777777778
954,65.1320689814815
955,65.130912962963
956,65.0719929378531
957,65.0346511299435
958,65.0268444444444
959,65.019337037037
960,65.0008777777778
961,64.9524995291902
962,64.89415
963,64.7375384259259
964,64.6171195856874
965,64.4609924670433
966,64.445874537037
967,64.4017907407407
968,64.3880083333333
969,64.200112037037
970,64.1762083333333
971,64.0552310185185
972,64.0309532407407
973,63.9562476851852
974,63.8046888888889
975,63.7409328703704
976,63.6995393518519
977,63.6744345574388
978,63.6372666666667
979,63.5803347222222
980,63.5275319444444
981,63.4850560185185
982,63.4724064814815
983,63.3039907407407
984,63.1920037037037
985,63.1751074074074
986,63.1512961309524
987,63.0951467592593
988,63.0631305555556
989,63.0433185185185
990,63.0256833333333
991,63.0080736111111
992,62.9979439814815
993,62.971650462963
994,62.9489175925926
995,62.9453394538606
996,62.9103166666667
997,62.8934106481481
998,62.8861208333333
999,62.8599912037037
1000,62.8392324074074
1001,62.7710050925926
1002,62.6955532407407
1003,62.555670433145
1004,62.5421277777778
1005,62.4764006591337
1006,62.4457148148148
1007,62.4362027777778
1008,62.3972398148148
1009,62.3894416666667
1010,62.3765259259259
1011,62.3500615740741
1012,62.3378939814815
1013,62.3057652777778
1014,62.2841449074074
1015,62.2252702448211
1016,62.1508810185185
1017,62.1240699074074
1018,62.0478296296296
1019,61.878900462963
1020,61.7923111111111
1021,61.6194180790961
1022,61.6136857142857
1023,61.5931779661017
1024,61.4782300925926
1025,61.4513421296296
1026,61.4415513888889
1027,61.4200972222222
1028,61.384937962963
1029,61.3547564814815
1030,61.3429957627119
1031,61.3069402777778
1032,61.3002060185185
1033,61.2828337962963
1034,61.2231300925926
1035,61.2007716572505
1036,61.1468851851852
1037,61.1368819444444
1038,61.1341791666667
1039,61.1317601851852
1040,61.1229921296296
1041,61.0987510683761
1042,61.0166282407407
1043,60.7944907407407
1044,60.7390199074074
1045,60.6496060185185
1046,60.6311624293785
1047,60.5888287037037
1048,60.5634685185185
1049,60.5537976851852
1050,60.4056037037037
1051,60.3320042372881
1052,60.2157057438795
1053,60.2026106481482
1054,60.1059518518519
1055,60.0865731481481
1056,60.0709712962963
1057,60.0265467592593
1058,59.9934623352166
1059,59.8955051789077
1060,59.8264328703704
1061,59.8133013888889
1062,59.7892208097928
1063,59.7737648148148
1064,59.7512412037037
1065,59.7401467592593
1066,59.6065106481482
1067,59.5765972222222
1068,59.5490847222222
1069,59.4952337962963
1070,59.4857912037037
1071,59.4571944444444
1072,59.43655
1073,59.3882027777778
1074,59.3345944444444
1075,59.3326185185185
1076,59.2992043314501
1077,59.2936361111111
1078,59.254075462963
1079,59.2257273148148
1080,59.2165930555556
1081,59.0338460451977
1082,59.0180819444444
1083,58.9012560185185
1084,58.7266550925926
1085,58.7135337962963
1086,58.6559375
1087,58.6219694444444
1088,58.5412645951036
1089,58.5262328703704
1090,58.5167333333333
1091,58.4879583333333
1092,58.4408314814815
1093,58.408287037037
1094,58.4036842592593
